name_of_firm,2016,2017,2018,2019,2020
firm_1,0.0,0.0,0.0,0.0,68.21523852615996
firm_2,0.0,0.9552922111325322,0.9436203475210982,0.0,1.1569437800435138
firm_3,0.0,0.0,0.0,0.0,0.0
firm_4,2.5862565010321075,1.080208995255039,2.11904091325222,-3.408469957460138,1.707291261039419
firm_5,1.3090359539900256,0.7559958433686157,1.522142813616984,1.0621016145039734,1.5693439696390288
firm_6,0.90450240913337,1.0845687566231283,0.926506284921913,0.8355252455491797,0.9351822045494926
firm_7,0.0,0.0,0.0,0.0,0.0
firm_8,0.887624786214952,1.088866613954661,-1.1130319696671822,0.0,0.6851970332956934
firm_9,1.096746806361267,0.9532363808231312,1.0375675115392833,0.0,1.008634522428838
firm_10,0.9969154030332747,1.1017103732441467,0.9756768193248048,0.945358152225411,1.2397920727300833
firm_11,1.0027245884617115,0.7918878727679471,0.8496182330292,1.0227788008850769,1.122921274264892
firm_12,0.9621377014081531,1.027333923943522,0.7522985838566982,0.9191594987224588,1.0531443900272
firm_13,0.0,0.0,0.0,0.0,0.0
firm_14,0.9588774298465346,0.8586000116734402,0.9138214075085653,1.0878176101189676,1.1594134845305464
firm_15,0.0,0.0,0.0,0.0,0.0
firm_16,0.0,0.0,0.0,0.0,0.0
firm_17,0.9449328902204942,0.9291472569041279,0.8881335862227971,0.9320137444239932,0.9267149403715691
firm_18,0.9132038687338445,0.8931514741150864,0.8652813485060912,0.8477300969104294,1.0112886935979775
firm_19,1.2886014949974136,0.8775508400736688,1.0447386213147807,1.0178858521311247,1.2324925974451015
firm_20,0.0,0.0,0.0,0.0,0.0
firm_21,0.6804606341001308,2.0103220241194726,0.8466437853850163,2.301122068256012,1.0704352932115437
firm_22,0.9712396218586281,0.9833039756643948,0.9811920440416112,0.9614528552719804,0.9888016128904115
firm_23,0.0,0.0,0.0,0.0,0.0
firm_24,0.8259856762304801,0.7683485283684277,0.7835328200730032,0.43960768892281565,0.7225134571503271
firm_25,0.0,0.906389670363579,0.8776421875074231,0.0,0.8975850410936517
firm_26,0.9618119449065724,0.9093731289319629,1.0277334653915808,1.050611926226436,1.0280867893197843
firm_27,0.0,0.0,0.0,0.0,0.0
firm_28,0.0,-124.28837002057111,1578.8538941425732,0.0,821.470228253164
firm_29,0.7578637216843573,0.10299882164753357,1.331173331907158,2.149490332125616,1.520300954038061
firm_30,0.0,0.0,0.0,0.0,0.0
firm_31,0.9527977430333948,1.9894994204114156,0.9447691920048398,0.8317336668581181,1.0793580734072794
firm_32,0.9258843689356924,0.0,0.936186690453017,0.9477749745453962,0.92184767244296
firm_33,1.0203078581554244,0.9357371495697329,0.9842826896693966,0.0,0.9508461385993233
firm_34,1.3092317489707526,0.0,1.511076572912261,1.6555311558594332,3.0971373777467353
firm_35,0.9510396720973842,1.0951498291514603,0.9108401006871257,1.0729376331553568,1.135042002520806
firm_36,0.9701741194971395,0.0,1.1441902711320482,1.10804859308072,0.0
firm_37,0.9544362436253385,1.0364302619807977,0.92956038823504,0.8489853071234478,0.9171763497713729
firm_38,0.9378623869087984,0.8992982257967722,0.9598100589504925,1.0269210362906696,1.0561038463284889
firm_39,33.1827363445181,0.0,0.0,5.77263878728817,0.0
firm_40,1.1428615083919662,1.3811527414508307,1.0264516314593828,1.3231242255482167,1.1820857714893838
firm_41,0.9683061391295884,0.8995644322275163,0.9496049494884462,0.2842955683201718,0.9685828593140409
firm_42,0.8426495472553394,0.0,0.8351387305053289,0.8505097933286816,0.773501049952069
firm_43,0.0,0.0,0.0,0.0,0.0
firm_44,0.8154220464336774,1.6324481399675561,0.41147644884868245,0.7810327575977066,2.103911196755082
firm_45,0.0,0.0,0.0,0.0,0.0
firm_46,0.0,0.0,0.0,0.0,0.0
firm_47,0.0,2.3937578599187335,6.882706809460531,0.0,-0.03825053126553953
firm_48,0.0,0.0,0.0,0.0,0.0
firm_49,1.3265700542334702,0.10210662576072792,0.9418380205748249,0.002905533961255985,-7.049593013420527
firm_50,0.9058169371145591,-42.8569624911008,-0.21425261520774946,0.6224351143276788,-0.7909143771095097
firm_51,0.0,6.745203119255089,0.0,0.0,-5.404424873113912
firm_52,1.0435500865794232,0.946024942372013,1.0985494418834032,1.2661054379630055,1.1218738397699926
firm_53,0.9691876127860793,0.9826346092244569,1.0454446956805994,1.0372444979635922,0.8323957665626023
firm_54,0.0,0.0,0.0,0.0,0.0
firm_55,-251.6977446527965,0.0,0.0,0.0,0.0
firm_56,0.9861518981804821,0.9357561603791023,0.8710171594684598,0.8471418867550803,0.8737236128501684
firm_57,0.0,0.0,0.0,0.0,0.0
firm_58,1.0587514524543036,0.0,0.6447728538718871,1.101501123911982,0.6714144640010506
firm_59,0.8763769454808983,0.8126502058105464,0.8480542253028953,0.8440987197902087,0.8405772216771638
firm_60,1.0493490806022727,0.8977318206103271,0.9467091985032418,0.9836406308402528,1.0811002680631852
firm_61,0.0,1.0791923189604733,2.1129460522604417,0.0,1.2362187930391286
firm_62,0.0,0.0,0.0,0.0,0.0
firm_63,1.1436135272835488,0.0,0.9410753382939926,0.9777770717583771,0.8387643733780596
firm_64,0.0,0.0,0.0,0.0,0.0
firm_65,1.0188637855413658,0.0,0.0,0.8418286380643922,0.0
firm_66,0.0,0.0,0.0,0.0,0.0
firm_67,0.0,0.0,0.0,0.0,0.0
firm_68,1.4886477296622846,0.0,1.4591264317921135,0.9881444273293019,0.7167450458555499
firm_69,0.0,18.15528091487194,0.0,0.0,-0.5291743080916972
firm_70,0.0,24.30097582806625,0.0,0.0,1738.2958469365742
firm_71,5.1890924261260745,0.0,0.0,1.4368834251554234,0.0
firm_72,48.626131134336774,67.33274390723649,143.99927535942203,49.51143350993151,-20.535166450935275
firm_73,0.9444923763168054,0.0,1.4337511363521993,1.1120660509130917,0.0
firm_74,0.936299081455247,0.8104801201371674,0.9107946521907382,1.0429667349181022,0.9513859443905469
firm_75,1.239502385559669,1.204475622723123,1.0392320926839798,1.0905869692700092,1.2667040326260282
firm_76,0.0,0.0,0.0,0.0,0.0
firm_77,0.0,0.0,0.0,0.0,0.0
firm_78,0.0,0.0,0.0,0.0,0.0
firm_79,0.583025291722628,0.6441340672437488,0.6418628904757656,0.6455171009923192,0.7274076558208961
firm_80,0.9576219109358568,0.9408873965346635,1.0035048931020847,0.9289935746883249,0.9342268516324702
firm_81,0.9260689433737469,1.0808461986848423,0.9369659125772929,0.9317552518159053,0.9711128664075795
firm_82,0.0,0.0,0.0,0.0,0.0
firm_83,0.0,0.0,24.146618401363636,0.0,25.682869178304593
firm_84,1.089535643401036,0.5905962373180011,1.0298289035111974,0.9522842454868159,1.1734336725117158
firm_85,0.9168405949761391,0.9753225461510369,1.0317933327863895,0.9475599828317403,0.9110331760439603
firm_86,1.0663009497058735,1.06183188725129,1.189663421013278,0.9114766135088236,1.2012837865812462
firm_87,0.86461401016286,0.0,0.9615938425535446,0.868358124101512,1.1330117859002302
firm_88,6.719458265579191,0.0,13.940982415738684,4.061416713383935,3.353246303538029
firm_89,1.0545903782212063,0.0,1.207950162349415,1.2182942827406176,1.6369225044265512
firm_90,0.0,0.0,0.0,0.0,0.0
firm_91,0.956205067485082,0.0,1.0404446569470016,1.3684350200302544,1.045281362289026
firm_92,1.1455900849936733,0.0,1.373663636149903,1.1271774607073475,0.8328718651575597
firm_93,0.0,0.0,0.0,0.0,0.0
firm_94,1.2159325110906867,1.3167965308984653,1.3622432733324483,0.8842148084335494,1.3163899471147316
firm_95,0.0,0.0,0.0,0.0,0.0
firm_96,0.0,1.0080223880063952,1.0031588681183847,0.0,1.154749513612048
firm_97,0.9991346182492137,0.9918468744720061,1.005938064375483,2.387685328738982,1.0565819455144299
firm_98,0.0,0.0,0.0,0.0,0.0
firm_99,0.0,0.0,0.0,0.0,-46116.69684219269
firm_100,0.758972523555762,0.8824458910315293,1.0082944671968428,0.8042527130113493,1.0973507735132542
firm_101,0.0,0.0,0.0,0.0,0.0
firm_102,0.867823034443062,0.8745510703404181,0.8791421229405342,0.8516707704217025,0.8734333068059469
firm_103,0.0,0.0,0.0,0.0,0.0
firm_104,0.0,0.991900580687233,0.0,0.0,0.0
firm_105,0.9853111647864937,0.8781670846495773,0.9885112504653633,0.9996436444290611,1.007967261097535
firm_106,0.0,0.0,0.0,0.0,0.0
firm_107,0.8883799378580289,0.0,1.2176042330519639,1.0020874789285417,0.8232658473280869
firm_108,0.9846386217095688,0.0,0.9785745110464726,0.9286184510631105,0.9827574935423847
firm_109,0.0,0.82146715770596,0.0,0.0,0.8067719912138264
firm_110,1.0044426331271668,0.9043206687261408,0.9757307924339987,1.109232805923764,1.1285601964775842
firm_111,0.0,0.0,0.0,0.0,0.0
firm_112,0.9552129080062313,3.2214760613680586,0.885773280101426,0.9372115764675861,0.9218989881101626
firm_113,0.0,0.6244466990957976,0.0,0.0,0.271728244980358
firm_114,1.1730183169437305,1.06301802216315,1.3318823253091612,1.166899648824912,1.1576087735916945
firm_115,1.0790695026557078,0.8814127982643017,1.1164596865377094,1.2963816638062784,0.975665281249671
firm_116,1.0742687739654129,0.9667104541646977,1.1165168509545722,1.0809251013232863,1.496817335982279
firm_117,0.0,0.0,0.0,0.0,0.0
firm_118,1.2197677101814428,1.0451761321985538,1.208298076805207,1.1440484737056986,1.1964800902983634
firm_119,0.0,0.0,0.0,0.0,0.0
firm_120,0.0,0.0,0.0,0.0,0.0
firm_121,0.0,1.0545018308321221,1.788636371002401,0.0,1.196698044261846
firm_122,0.0,0.0,0.0,0.0,0.0
firm_123,0.0,0.0,0.0,0.0,0.0
firm_124,0.0,0.0,0.0,0.0,0.0
firm_125,0.0,0.0,0.0,0.0,0.0
firm_126,0.0,0.0,0.0,0.0,0.0
firm_127,0.0,0.0,0.0,0.0,0.0
firm_128,0.0,0.0,0.0,0.0,0.0
firm_129,2.052330272273377,0.6915747270223083,1.2356329268765531,0.07394265898487938,1.3228264006800823
firm_130,0.9357264129007501,0.9368025935517983,1.0033545716978414,0.0,0.9441198830439802
firm_131,1.0448451390431377,0.9488069172029198,0.8988621128826305,0.9910838060093197,1.0564844024335343
firm_132,0.7155316495341223,0.7357159411085736,0.8994078383802606,0.8920536023527919,1.0686669273994849
firm_133,0.0,0.7325479900741335,0.0,0.0,0.0
firm_134,0.0,0.0,0.0,0.0,0.0
firm_135,0.9075625812764878,0.8296235010183349,0.8730282425981369,0.8893657114948691,0.8599460737053132
firm_136,0.0,0.0,0.0,0.0,0.0
firm_137,1.1284084185894176,0.8224198336945429,1.5871151861509234,1.5265370127236566,1.3109016936404132
firm_138,0.0,0.0,0.0,0.0,0.0
firm_139,0.0,0.0,0.0,0.0,0.0
firm_140,0.0,0.0,0.0,0.0,0.0
firm_141,0.715409331152795,0.6932879356808848,0.7002670088570271,0.6880943278583064,0.6622988409718259
firm_142,0.945850538912281,0.9851138876467317,1.0333088749364843,0.9109237458481614,1.013913967167783
firm_143,0.0,0.0,0.0,0.0,0.0
firm_144,1.1385757506695129,1.0323498195557874,1.0452979902156396,1.5087279555886457,1.4519928425794635
firm_145,0.0,0.0,0.0,0.0,0.0
firm_146,-32.86316297852654,1.06123815912673,1.1218048981627817,5.445205903994165,-1.492450171452319
firm_147,0.0,0.0,0.0,0.0,0.0
firm_148,0.0,0.0,0.0,0.0,0.0
firm_149,0.0,0.0,0.0,0.0,0.0
firm_150,0.0,0.0,0.0,0.0,0.0
firm_151,-0.41820748839133143,-0.40073335885138445,-2.013885443211212,0.11849081185840238,-0.2319439652972337
firm_152,0.0,0.0,0.0,0.0,0.0
firm_153,0.0,0.0,0.0,0.0,0.0
firm_154,0.8993063637555906,0.0,0.9006474550876564,0.890443632510534,0.9399932679086901
firm_155,0.0,6.954288227388792,0.0,0.0,0.0
firm_156,0.30557594658251164,0.3276226281487481,1.0318404460859028,0.8123333373826201,1.0250465801454014
firm_157,0.703506922406993,0.0,0.8885865694789082,0.9053705746853248,0.8410368625171927
firm_158,0.9269774759744134,0.9463327416811654,0.9949672515734989,1.0823336424260492,1.0531970870864167
firm_159,0.0,0.0,0.0,0.0,0.0
firm_160,1.0645374104919838,0.9279500959683734,0.9370455626078146,1.4543683902932492,1.0497656679778573
firm_161,-9.286691069236971,198.00710960143692,1.6646289173561752,0.9610907658376688,-4.743071534832811
firm_162,0.0,0.0,0.0,0.0,0.0
firm_163,0.9491922768601244,1.0232355911848852,1.0955543944359234,1.0414021966581668,0.993665945299433
firm_164,0.0,0.9370750653763962,1.1918647868982029,0.0,1.049564964231693
firm_165,1.1874744992257236,1.054488411009732,1.1033816101858522,1.2887850173109392,1.028903441549448
firm_166,-248.63214932060384,101.7245334432066,2.414223218865073,989.155405147943,-2.4443914747383544
firm_167,0.0,0.0,0.0,0.0,0.0
firm_168,0.0,0.0,0.0,0.0,0.0
firm_169,0.0,0.0,0.0,1.0753195102001167,0.0
firm_170,0.0,0.0,0.0,0.0,0.0
firm_171,1.0597781702584264,0.0,1.0942725473001258,1.0599663835432929,1.4398224735131784
firm_172,0.0,0.0,0.0,0.0,0.0
firm_173,0.0,0.0,0.0,0.0,0.0
firm_174,0.0,0.731474659270094,1.243491968937745,0.0,0.9211598084838001
firm_175,0.0,0.0,0.0,0.0,0.0
firm_176,0.0,0.0,0.0,0.0,0.0
firm_177,1.0811627782183928,1.0128231432269719,0.9550619706116809,1.1663907243931266,0.960975018948354
firm_178,0.0,0.0,0.0,21.003690073890684,0.0
firm_179,0.0,0.0,0.0,0.0,0.0
firm_180,1.4303699594652655,1.4341770904265005,1.5103399729577778,0.32360475585940773,1.4819880427252672
firm_181,0.0,0.0,0.0,0.0,0.0
firm_182,0.0,0.0,0.0,0.0,0.0
firm_183,1.2357742243247822,0.9085914054400773,1.6769517288304494,1.135742356236513,1.2743025088384743
firm_184,0.0,0.0,0.0,0.0,0.0
firm_185,1.144820531207699,0.9459414789246633,0.9622402915202644,0.9115085489184158,1.8208438903346196
firm_186,1.0337466524368002,0.9681630218321732,1.016971624614908,0.9253141829378007,1.2396349960331705
firm_187,0.0,1.0382490517202203,1.0606351705544637,0.0,1.0348533832800706
